media_channel,advertiser_name,document_number,service_date,invoice_date,invoice_number,media_provider_name,vendor_name,invoice_amount,expense_catagory,business_unit,location,department,expense_code,invoiced_clicks
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43996,44002,MED-9098,RealGood Interactive Media Inc.,Ads180,79245,PASS -THROUGH MEDIA,7016,82337,6063,79010,232447
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,44154,44164,MED-2638,RealGood Interactive Media Inc.,Ads180,95619,PASS -THROUGH MEDIA,1608,16060,6078,79010,250615
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43875,43885,MED-8775,RealGood Interactive Media Inc.,Ads180,6355,PASS -THROUGH MEDIA,2808,28101,6063,79025,11885
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43852,43861,MED-5792,RealGood Interactive Media Inc.,Ads180,51894,PASS -THROUGH MEDIA,1808,18801,6063,79010,178911
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,44043,44050,MED-6874,RealGood Interactive Media Inc.,Googly Ads,10652,PASS -THROUGH MEDIA,7016,30024,6063,79010,6373
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43635,43637,MED-4173,Critical Point Social Media Agency,Spacebook,27876,PASS -THROUGH MEDIA,7016,82337,6063,79010,28871
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43799,43807,MED-3195,RealGood Interactive Media Inc.,Googly Ads,27123,PASS -THROUGH MEDIA,1808,18801,6063,79010,16653
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43862,43865,MED-3307,RealGood Interactive Media Inc.,Ads180,92899,PASS -THROUGH MEDIA,7016,30024,6063,79010,663217
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43631,43642,MED-2584,RealGood Interactive Media Inc.,Ads180,62509,PASS -THROUGH MEDIA,7016,82337,6063,79010,116963
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,44007,44014,MED-5518,RealGood Interactive Media Inc.,Ads180,42677,PASS -THROUGH MEDIA,1808,18801,6063,79010,117682
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43541,43545,MED-9408,Critical Point Social Media Agency,Spacebook,64515,PASS -THROUGH MEDIA,7016,30000,7434,79045,47085
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43499,43503,MED-6179,RealGood Interactive Media Inc.,Googly Ads,69819,PASS -THROUGH MEDIA,7016,30000,7434,79045,77264
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43764,43773,MED-3827,RealGood Interactive Media Inc.,Googly Ads,32118,PASS -THROUGH MEDIA,7016,30000,7434,79045,20572
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43559,43564,MED-5721,RealGood Interactive Media Inc.,Googly Ads,28302,PASS -THROUGH MEDIA,7016,30000,7434,79045,35271
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43527,43533,MED-2609,Critical Point Social Media Agency,Spacebook,98822,PASS -THROUGH MEDIA,7016,30000,7434,79045,45656
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43613,43624,MED-6248,RealGood Interactive Media Inc.,Googly Ads,85244,PASS -THROUGH MEDIA,7016,30000,7434,79045,51861
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43625,43630,MED-3122,RealGood Interactive Media Inc.,Googly Ads,14391,PASS -THROUGH MEDIA,7016,30000,7434,79045,17508
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43461,43469,MED-7080,RealGood Interactive Media Inc.,Googly Ads,38927,PASS -THROUGH MEDIA,7016,30000,7434,79045,47243
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43879,43883,MED-8145,Critical Point Social Media Agency,Spacebook,50901,PASS -THROUGH MEDIA,7016,30000,7434,79045,19633
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43616,43626,MED-1132,RealGood Interactive Media Inc.,Zing,63622,PASS -THROUGH MEDIA,7016,30000,7434,79045,159254
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43768,43773,MED-1679,RealGood Interactive Media Inc.,Zing,14520,PASS -THROUGH MEDIA,7016,30000,7434,79045,141156
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,44020,44029,MED-9732,RealGood Interactive Media Inc.,Zing,75345,PASS -THROUGH MEDIA,7016,30000,7434,79045,391076
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43473,43479,MED-1590,Critical Point Social Media Agency,Spacebook,98513,PASS -THROUGH MEDIA,7016,30000,7434,79045,48937
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43863,43868,MED-6127,RealGood Interactive Media Inc.,Zing,58541,PASS -THROUGH MEDIA,7016,30000,7434,79045,294924
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,44193,44196,MED-2512,RealGood Interactive Media Inc.,Zing,9373,PASS -THROUGH MEDIA,7016,30000,7434,79045,31279
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43566,43575,MED-7640,RealGood Interactive Media Inc.,Ads180,62095,PASS -THROUGH MEDIA,7016,30000,7434,79045,114931
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43785,43794,MED-6984,RealGood Interactive Media Inc.,Ads180,4130,PASS -THROUGH MEDIA,7016,30000,7434,79045,13205
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43486,43488,MED-9531,Critical Point Social Media Agency,Spacebook,92258,PASS -THROUGH MEDIA,7016,30000,7434,79045,53946
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43485,43492,MED-7686,Critical Point Social Media Agency,Spacebook,71742,PASS -THROUGH MEDIA,7016,30000,7434,79045,27732
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43851,43854,MED-8988,Critical Point Social Media Agency,Spacebook,93312,PASS -THROUGH MEDIA,7016,30000,7434,79045,33526
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43571,43578,MED-8901,RealGood Interactive Media Inc.,Ads180,86260,PASS -THROUGH MEDIA,7016,30000,7434,79045,359290
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43969,43975,MED-8538,RealGood Interactive Media Inc.,Ads180,46480,PASS -THROUGH MEDIA,7016,30000,7434,79045,85182
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,44044,44047,MED-4530,RealGood Interactive Media Inc.,Ads180,73499,PASS -THROUGH MEDIA,7016,30000,7434,79045,487717
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43798,43805,MED-8752,RealGood Interactive Media Inc.,Googly Ads,33730,PASS -THROUGH MEDIA,7016,82337,5965,79010,39203
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43743,43748,MED-3667,RealGood Interactive Media Inc.,Googly Ads,73538,PASS -THROUGH MEDIA,7016,82337,5965,79010,42534
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43703,43710,MED-8749,RealGood Interactive Media Inc.,Googly Ads,67624,PASS -THROUGH MEDIA,7016,82337,6056,79010,46478
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43814,43817,MED-5179,RealGood Interactive Media Inc.,Zing,3435,PASS -THROUGH MEDIA,7016,82337,5965,79010,12150
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,44131,44137,MED-3042,RealGood Interactive Media Inc.,Zing,88058,PASS -THROUGH MEDIA,7016,82337,5965,79010,582657
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43969,43976,MED-7429,RealGood Interactive Media Inc.,Zing,78817,PASS -THROUGH MEDIA,7016,82337,6056,79010,234447
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,44089,44091,MED-1611,RealGood Interactive Media Inc.,Ads180,68687,PASS -THROUGH MEDIA,7016,82337,5965,79010,128622
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43875,43882,MED-8539,RealGood Interactive Media Inc.,Ads180,76271,PASS -THROUGH MEDIA,7016,82337,5965,79010,533198
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43484,43490,MED-3740,RealGood Interactive Media Inc.,Ads180,34223,PASS -THROUGH MEDIA,7016,82337,6056,79010,166031
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43484,43491,MED-8993,RealGood Interactive Media Inc.,Googly Ads,81313,PASS -THROUGH MEDIA,7016,20002,5938,79010,88084
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,44045,44055,MED-2548,RealGood Interactive Media Inc.,Googly Ads,6620,PASS -THROUGH MEDIA,7016,82337,5938,79010,4086
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43556,43559,MED-5860,RealGood Interactive Media Inc.,Googly Ads,50191,PASS -THROUGH MEDIA,7016,30000,7504,79010,37141
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,44192,44194,MED-5587,RealGood Interactive Media Inc.,Googly Ads,85433,PASS -THROUGH MEDIA,7016,30000,7504,79010,59763
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43889,43898,MED-2226,RealGood Interactive Media Inc.,Googly Ads,15016,PASS -THROUGH MEDIA,7016,30000,7504,79010,9487
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43770,43778,MED-8348,RealGood Interactive Media Inc.,Googly Ads,75849,PASS -THROUGH MEDIA,7016,30000,7504,79010,55936
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43869,43874,MED-2533,RealGood Interactive Media Inc.,Googly Ads,95393,PASS -THROUGH MEDIA,7016,30000,7504,79010,88951
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43558,43569,MED-5494,RealGood Interactive Media Inc.,Zing,86552,PASS -THROUGH MEDIA,7016,20002,5938,79010,153021
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,44089,44100,MED-4287,RealGood Interactive Media Inc.,Zing,85360,PASS -THROUGH MEDIA,7016,82337,5938,79010,240609
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43948,43957,MED-6680,Critical Point Social Media Agency,Spacebook,38875,PASS -THROUGH MEDIA,7016,30000,7504,79010,18161
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,44074,44084,MED-5798,Critical Point Social Media Agency,Spacebook,44867,PASS -THROUGH MEDIA,7016,30000,7504,79010,22147
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43693,43703,MED-3720,RealGood Interactive Media Inc.,Zing,26862,PASS -THROUGH MEDIA,7016,30000,7504,79010,109023
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43475,43483,MED-5528,RealGood Interactive Media Inc.,Zing,66600,PASS -THROUGH MEDIA,7016,30000,7504,79010,126898
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43861,43871,MED-9273,RealGood Interactive Media Inc.,Zing,29056,PASS -THROUGH MEDIA,7016,30000,7504,79010,63304
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43620,43626,MED-7158,RealGood Interactive Media Inc.,Ads180,5944,PASS -THROUGH MEDIA,7016,20002,5938,79010,14663
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,44175,44184,MED-1315,RealGood Interactive Media Inc.,Ads180,68450,PASS -THROUGH MEDIA,7016,82337,5938,79010,201081
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,44048,44051,MED-4551,RealGood Interactive Media Inc.,Ads180,33492,PASS -THROUGH MEDIA,7016,30000,7504,79010,330076
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43867,43875,MED-5944,RealGood Interactive Media Inc.,Ads180,34659,PASS -THROUGH MEDIA,7016,30000,7504,79010,65378
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43609,43617,MED-7871,RealGood Interactive Media Inc.,Ads180,14808,PASS -THROUGH MEDIA,7016,30000,7504,79010,40470
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,44104,44111,MED-6362,RealGood Interactive Media Inc.,Ads180,19407,PASS -THROUGH MEDIA,7016,30000,7504,79010,67498
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43810,43813,MED-5656,Critical Point Social Media Agency,Spacebook,58886,PASS -THROUGH MEDIA,7016,30000,7504,79010,24738
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,44070,44078,MED-4202,RealGood Interactive Media Inc.,AlphaBeta,99604,PASS -THROUGH MEDIA,7016,20002,5938,79010,169391
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43715,43721,MED-6947,Critical Point Social Media Agency,Spacebook,84443,PASS -THROUGH MEDIA,7016,82337,5938,79010,50790
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43529,43534,MED-6763,Critical Point Social Media Agency,Spacebook,75434,PASS -THROUGH MEDIA,7016,30000,7504,79010,31102
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43725,43735,MED-5235,RealGood Interactive Media Inc.,AlphaBeta,23764,PASS -THROUGH MEDIA,7016,30000,7504,79010,133511
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43858,43864,MED-7529,RealGood Interactive Media Inc.,AlphaBeta,55982,PASS -THROUGH MEDIA,7016,30000,7504,79010,177192
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43879,43883,MED-6711,Critical Point Social Media Agency,Spacebook,98020,PASS -THROUGH MEDIA,7016,30000,7504,79010,54262
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43761,43763,MED-7542,RealGood Interactive Media Inc.,Googly Ads,91146,PASS -THROUGH MEDIA,7016,82337,6061,79010,51281
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,44024,44033,MED-1203,RealGood Interactive Media Inc.,Googly Ads,74427,PASS -THROUGH MEDIA,1808,18801,6067,79010,71922
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,44130,44132,MED-8812,RealGood Interactive Media Inc.,Zing,97947,PASS -THROUGH MEDIA,7016,82337,6061,79010,189797
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43904,43908,MED-6358,RealGood Interactive Media Inc.,Zing,86231,PASS -THROUGH MEDIA,1808,18801,6067,79010,166371
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43872,43877,MED-7452,RealGood Interactive Media Inc.,Ads180,29440,PASS -THROUGH MEDIA,7016,82337,6061,79010,287211
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43764,43773,MED-8686,RealGood Interactive Media Inc.,Ads180,73282,PASS -THROUGH MEDIA,1808,18801,6067,79010,416432
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43871,43877,MED-7303,RealGood Interactive Media Inc.,Googly Ads,45557,PASS -THROUGH MEDIA,7016,30024,7453,79010,27051
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43580,43590,MED-3416,RealGood Interactive Media Inc.,Zing,74790,PASS -THROUGH MEDIA,7016,30024,7453,79010,183324
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43969,43977,MED-3997,Critical Point Social Media Agency,Spacebook,72429,PASS -THROUGH MEDIA,7016,30024,7453,79010,33471
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43747,43757,MED-4403,Critical Point Social Media Agency,Spacebook,55777,PASS -THROUGH MEDIA,7016,30000,7504,79010,31579
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43720,43730,MED-5842,Critical Point Social Media Agency,Spacebook,28778,PASS -THROUGH MEDIA,7016,30000,7504,79010,23211
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43917,43928,MED-7261,RealGood Interactive Media Inc.,Googly Ads,72829,PASS -THROUGH MEDIA,7016,30024,6063,79010,68903
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43933,43939,MED-9223,RealGood Interactive Media Inc.,Googly Ads,24874,PASS -THROUGH MEDIA,7016,30024,6063,79010,28631
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,44094,44096,MED-5748,RealGood Interactive Media Inc.,Googly Ads,40550,PASS -THROUGH MEDIA,7016,82337,5965,79010,24966
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43616,43618,MED-9345,RealGood Interactive Media Inc.,Googly Ads,94105,PASS -THROUGH MEDIA,7016,20002,5938,79010,99557
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43946,43956,MED-1392,Critical Point Social Media Agency,Spacebook,73288,PASS -THROUGH MEDIA,7016,30024,6063,79010,71774
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43656,43665,MED-9282,Critical Point Social Media Agency,Spacebook,88114,PASS -THROUGH MEDIA,7016,30024,6063,79010,76011
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,44179,44184,MED-5460,RealGood Interactive Media Inc.,Zing,60179,PASS -THROUGH MEDIA,7016,82337,5965,79010,117812
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,44188,44194,MED-6523,RealGood Interactive Media Inc.,Zing,92349,PASS -THROUGH MEDIA,7016,20002,5938,79010,337767
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43988,43994,MED-7596,RealGood Interactive Media Inc.,Ads180,21430,PASS -THROUGH MEDIA,7016,30024,6063,79010,44538
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43933,43944,MED-1095,RealGood Interactive Media Inc.,Ads180,16930,PASS -THROUGH MEDIA,7016,30024,6063,79010,29343
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,44045,44051,MED-4098,RealGood Interactive Media Inc.,Ads180,39226,PASS -THROUGH MEDIA,7016,82337,5965,79010,349061
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43642,43648,MED-2094,RealGood Interactive Media Inc.,Ads180,9034,PASS -THROUGH MEDIA,7016,20002,5938,79010,64260
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43464,43471,MED-6110,Critical Point Social Media Agency,Spacebook,88431,PASS -THROUGH MEDIA,7016,82337,6063,79005,68708
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43568,43577,MED-1633,RealGood Interactive Media Inc.,Googly Ads,21196,PASS -THROUGH MEDIA,7016,82337,6063,79010,22465
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,44096,44098,MED-3258,RealGood Interactive Media Inc.,Googly Ads,88574,PASS -THROUGH MEDIA,7016,82337,5965,79010,60663
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43510,43521,MED-7311,RealGood Interactive Media Inc.,Googly Ads,30417,PASS -THROUGH MEDIA,7016,82337,5938,79010,36627
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43480,43484,MED-8210,RealGood Interactive Media Inc.,Zing,99701,PASS -THROUGH MEDIA,7016,82337,6063,79005,791805
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,43658,43662,MED-4789,Critical Point Social Media Agency,Spacebook,23335,PASS -THROUGH MEDIA,7016,82337,6063,79010,9343
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43622,43627,MED-4224,RealGood Interactive Media Inc.,Zing,2544,PASS -THROUGH MEDIA,7016,82337,5965,79010,22893
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43908,43913,MED-1341,RealGood Interactive Media Inc.,Zing,88903,PASS -THROUGH MEDIA,7016,82337,5938,79010,184309
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43916,43926,MED-2663,RealGood Interactive Media Inc.,Ads180,24298,PASS -THROUGH MEDIA,7016,82337,6063,79005,65109
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,44051,44053,MED-2243,RealGood Interactive Media Inc.,Ads180,81789,PASS -THROUGH MEDIA,7016,82337,6063,79010,255295
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,44129,44135,MED-4953,RealGood Interactive Media Inc.,Ads180,31738,PASS -THROUGH MEDIA,7016,82337,5965,79010,249039
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43680,43684,MED-9089,RealGood Interactive Media Inc.,Ads180,48920,PASS -THROUGH MEDIA,7016,82337,5938,79010,105714
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43799,43809,MED-8826,RealGood Interactive Media Inc.,Googly Ads,20825,PASS -THROUGH MEDIA,1808,18801,6063,79005,13889
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43639,43650,MED-6379,RealGood Interactive Media Inc.,Googly Ads,75865,PASS -THROUGH MEDIA,1808,18801,6063,79010,52976
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43934,43937,MED-8761,RealGood Interactive Media Inc.,Googly Ads,47921,PASS -THROUGH MEDIA,7016,82337,6056,79010,51086
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43708,43717,MED-2401,RealGood Interactive Media Inc.,Googly Ads,93731,PASS -THROUGH MEDIA,7016,30000,7504,79010,90983
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,44048,44058,MED-8213,RealGood Interactive Media Inc.,Zing,59420,PASS -THROUGH MEDIA,1808,18801,6063,79005,452224
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43619,43626,MED-7976,RealGood Interactive Media Inc.,Zing,64271,PASS -THROUGH MEDIA,1808,18801,6063,79010,606429
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43706,43712,MED-2169,RealGood Interactive Media Inc.,Zing,11833,PASS -THROUGH MEDIA,7016,82337,6056,79010,78582
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43921,43924,MED-2438,RealGood Interactive Media Inc.,Zing,11240,PASS -THROUGH MEDIA,7016,30000,7504,79010,32594
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43465,43473,MED-2673,RealGood Interactive Media Inc.,Ads180,68815,PASS -THROUGH MEDIA,1808,18801,6063,79005,235984
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,44010,44019,MED-9799,RealGood Interactive Media Inc.,Ads180,83987,PASS -THROUGH MEDIA,1808,18801,6063,79010,163155
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,43988,43994,MED-6118,RealGood Interactive Media Inc.,Ads180,10414,PASS -THROUGH MEDIA,7016,82337,6056,79010,24168
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43536,43544,MED-9062,RealGood Interactive Media Inc.,Ads180,86334,PASS -THROUGH MEDIA,7016,30000,7504,79010,682586
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43461,43471,MED-5589,RealGood Interactive Media Inc.,Googly Ads,31063,PASS -THROUGH MEDIA,7016,82337,6056,79010,21693
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43742,43748,MED-2593,RealGood Interactive Media Inc.,Googly Ads,6477,PASS -THROUGH MEDIA,7016,30000,7504,79010,5546
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,44105,44107,MED-2927,RealGood Interactive Media Inc.,Zing,53709,PASS -THROUGH MEDIA,7016,82337,6056,79010,193400
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,44046,44052,MED-5451,RealGood Interactive Media Inc.,Zing,18325,PASS -THROUGH MEDIA,7016,30000,7504,79010,98863
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43571,43582,MED-6758,RealGood Interactive Media Inc.,Ads180,12851,PASS -THROUGH MEDIA,7016,82337,6056,79010,36764
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43609,43611,MED-4299,RealGood Interactive Media Inc.,Ads180,12402,PASS -THROUGH MEDIA,7016,30000,7504,79010,23744
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43558,43560,MED-5315,RealGood Interactive Media Inc.,Googly Ads,60536,PASS -THROUGH MEDIA,7016,82337,6056,79010,53661
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,44150,44157,MED-3899,RealGood Interactive Media Inc.,Googly Ads,35990,PASS -THROUGH MEDIA,7016,30000,7504,79010,28210
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43821,43827,MED-5838,RealGood Interactive Media Inc.,Zing,79152,PASS -THROUGH MEDIA,7016,82337,6056,79010,373755
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,44105,44110,MED-5640,RealGood Interactive Media Inc.,Zing,64578,PASS -THROUGH MEDIA,7016,30000,7504,79010,281305
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43877,43887,MED-3962,RealGood Interactive Media Inc.,Ads180,55547,PASS -THROUGH MEDIA,7016,82337,6056,79010,150273
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,44154,44164,MED-3438,Critical Point Social Media Agency,Spacebook,3198,PASS -THROUGH MEDIA,7016,30000,7504,79010,1727
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43947,43952,MED-5919,RealGood Interactive Media Inc.,Googly Ads,11591,PASS -THROUGH MEDIA,2808,28101,6056,79010,8438
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43714,43723,MED-7422,RealGood Interactive Media Inc.,Googly Ads,90280,PASS -THROUGH MEDIA,2808,28101,6063,79025,88965
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43740,43746,MED-5776,RealGood Interactive Media Inc.,Googly Ads,40923,PASS -THROUGH MEDIA,7016,82337,6056,79010,42966
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43620,43631,MED-3794,RealGood Interactive Media Inc.,Googly Ads,19700,PASS -THROUGH MEDIA,7016,30000,7504,79010,14712
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,43796,43799,MED-4983,RealGood Interactive Media Inc.,Zing,18220,PASS -THROUGH MEDIA,2808,28101,6056,79010,148897
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,43814,43822,MED-4067,RealGood Interactive Media Inc.,Zing,90786,PASS -THROUGH MEDIA,2808,28101,6063,79025,576035
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,43976,43983,MED-9619,RealGood Interactive Media Inc.,Zing,82030,PASS -THROUGH MEDIA,7016,82337,6056,79010,169141
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,43967,43974,MED-7898,RealGood Interactive Media Inc.,Zing,24331,PASS -THROUGH MEDIA,7016,30000,7504,79010,41736
